CIDS,SE_NAME,SE_FREQ,SE_ONTOLOGY
CID000005578,myalgia,1,15.05.02.001
CID005281040,fatigue,4,08.01.01.002
CID000444795,cheilitis,5,07.05.01.001|23.03.03.025
CID000003345,vertigo,4,04.04.01.003|17.02.12.002
CID000001978,dermatitis,4,23.03.04.002
CID000003386,hypoxia,2,22.02.02.003
CID000005656,bursitis,3,15.04.01.001
CID002826718,renal failure,3,20.01.03.005
CID000146570,colitis ulcerative,3,07.08.01.005|10.02.01.004
CID000148192,rhinorrhoea,4,22.02.05.010
CID025074470,back pain,4,15.03.04.005
CID006442177,white blood cell count decreased,5,13.01.06.012
CID000445643,dehydration,3,14.05.05.001
CID003011155,insomnia,4,17.15.03.002|19.02.01.002
CID000060772,dyspepsia,4,07.01.02.001
CID000969472,hypertension,3,24.08.02.001
CID000134780,sepsis,4,11.01.11.003
CID000005394,blood alkaline phosphatase increased,3,13.04.02.004
CID000146570,myocardial infarction,3,02.02.02.007|24.04.04.009
CID000005002,alanine aminotransferase increased,4,13.03.01.003
CID000065866,muscle spasms,3,15.05.03.004
CID000969472,urethritis noninfective,2,20.07.02.002
CID000449171,tenderness,5,08.01.08.005
CID005329102,hyperuricaemia,5,14.09.01.003
CID000062819,mediastinal disorder,1,22.09.03.001
CID000005029,thrombophlebitis,2,24.01.02.001
CID000004051,abdominal pain,4,07.01.05.002
CID000004440,depression,3,19.15.01.001
CID000148192,cough,5,22.02.03.001
CID016129665,sticky skin,4,23.03.03.019
CID000060843,body temperature increased,4,13.15.01.001
CID000004585,viral infection,4,11.05.04.001
CID000005291,jaundice,3,01.06.04.004|09.01.01.004|23.03.03.030
CID000077990,bursitis,3,15.04.01.001
CID005329102,fatigue,4,08.01.01.002
CID000005596,abdominal pain upper,4,07.01.05.003
CID000002092,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000005358,keratitis,2,06.04.02.002
CID000071158,ejaculation disorder,2,21.03.01.002
CID000077992,dizziness,2,02.01.02.004|17.02.05.003|24.06.02.007
CID000003348,myalgia,4,15.05.02.001
CID000071386,erythema,1,23.03.06.001
CID000005426,mental disorder,5,19.07.01.002
CID000009651,hepatitis,3,09.01.07.004
CID000029327,hepatotoxicity,4,09.01.07.009|12.03.01.008
CID000002099,fatigue,3,08.01.01.002
CID000004595,feeling hot,4,08.01.09.009
CID005284513,increased appetite,4,08.01.09.027|14.03.01.003
CID010113978,decreased appetite,4,08.01.09.028|14.03.01.005
CID000033613,dysgeusia,4,07.14.03.001|17.02.07.003
CID000005656,neoplasm malignant,2,16.16.01.001
CID000004158,depression,4,19.15.01.001
CID000063009,atrioventricular block,2,02.03.01.002
CID000005073,arthropathy,3,15.01.01.003
CID005481173,candida infection,3,11.03.03.021
CID003002190,vertigo,4,04.04.01.003|17.02.12.002
CID000060837,asthenia,5,08.01.01.001
CID000002088,gastric ulcer,3,07.04.03.002
CID000003331,musculoskeletal discomfort,4,15.03.04.001
CID000439693,liver function test abnormal,5,13.03.01.013
CID000071616,dyspepsia,3,07.01.02.001
CID004659569,neoplasm,3,16.16.02.001
CID000005029,respiratory failure,2,14.01.04.003|22.02.06.002
CID000460612,anaemia,5,01.03.02.001
CID000077990,visual impairment,4,06.02.06.008
CID000002022,dermatitis,4,23.03.04.002
CID000043815,electrocardiogram qt prolonged,2,13.14.05.004
CID024822371,fatigue,3,08.01.01.002
CID000446157,nervous system disorder,1,17.02.10.001
CID000004075,lacrimal structural disorder,4,06.06.04.013
CID000444795,application site pain,5,08.02.01.004|12.07.01.004
CID011672602,procedural pain,4,08.01.08.009|12.02.05.007
CID006602291,eosinophilia,1,01.02.04.001
CID005479537,rash,4,23.03.13.001
CID000004236,cystitis noninfective,3,20.03.02.001
CID000054373,dyspnoea,4,02.01.03.002|22.02.01.004
CID000003878,dyspnoea,4,02.01.03.002|22.02.01.004
CID000146570,tongue disorder,2,07.14.01.002
CID000074989,rash,5,23.03.13.001
CID000013109,metrorrhagia,4,21.01.01.006
CID000043815,eye haemorrhage,3,06.07.02.001|24.07.05.002
CID000003446,gastrointestinal pain,4,07.01.05.005
CID000146570,musculoskeletal discomfort,4,15.03.04.001
CID005280754,thrombocytopenia,3,01.08.01.002
CID000064780,dizziness,2,02.01.02.004|17.02.05.003|24.06.02.007
CID000065840,change of bowel habit,3,07.02.03.002
CID000003386,insomnia,5,17.15.03.002|19.02.01.002
CID000219024,abdominal discomfort,4,07.01.06.001
CID000065139,abdominal discomfort,4,07.01.06.001
CID005329102,periorbital oedema,4,06.08.03.017|10.01.05.010|23.04.01.002
CID000005152,rash,4,23.03.13.001
CID000050224,nasal dryness,4,22.04.03.002
CID000063009,haematuria,2,20.02.01.006|24.07.01.047
CID005284627,skin discolouration,3,23.03.03.005
CID000003878,lymphadenopathy,4,01.09.01.002
CID000082146,liver function test abnormal,4,13.03.01.013
CID000005073,body temperature increased,4,13.15.01.001
CID000003152,blepharitis,3,06.04.04.001|23.03.04.012
CID000004091,hepatitis,1,09.01.07.004
CID006918554,nasopharyngitis,4,11.01.13.002|22.07.03.002
CID000005719,syncope,3,02.01.02.008|17.02.04.008|24.06.02.012
CID000003639,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000003958,leukocytosis,3,01.02.01.002
CID071306834,somnolence,4,17.02.04.006|19.02.05.003
CID005281040,body temperature increased,4,13.15.01.001
CID000005578,decreased appetite,1,08.01.09.028|14.03.01.005
CID005329098,dyspepsia,4,07.01.02.001
CID000444795,gastrointestinal haemorrhage,5,07.12.02.001|24.07.02.009
CID000003108,increased appetite,2,08.01.09.027|14.03.01.003
CID000002366,abdominal distension,2,07.01.04.001
CID000026757,arthropathy,3,15.01.01.003
CID000005073,cystitis,2,11.01.14.001|20.03.02.002
CID000020279,flatulence,4,07.01.04.002
CID000003324,periorbital oedema,3,06.08.03.017|10.01.05.010|23.04.01.002
CID005361092,photophobia,3,06.01.01.004|17.17.02.006
CID000035370,chest pain,3,02.02.02.011|08.01.08.002|22.02.08.003
CID000057363,orthostatic hypotension,5,17.05.01.020|24.06.03.004
CID000060857,sinusitis,3,11.01.13.005|22.07.03.007
CID000003746,conjunctival hyperaemia,3,06.04.01.004
CID000063009,hiccups,2,07.01.06.009|22.02.04.002
CID000216326,rhinitis,3,11.01.13.004|22.07.03.006
CID000005526,gastrointestinal pain,5,07.01.05.005
CID000005095,dysmenorrhoea,3,21.01.01.002
CID000002284,cardiac output decreased,4,13.14.02.001
CID002826718,headache,4,17.14.01.001
CID000031703,skin discolouration,4,23.03.03.005
CID000005487,arthralgia,3,15.01.02.001
CID000004585,seborrhoeic dermatitis,3,23.03.04.018
CID000060606,constipation,3,07.02.02.001
CID000002578,gastrointestinal pain,4,07.01.05.005
CID009865528,dry eye,3,06.08.02.001
CID000003454,tremor,5,17.01.06.002
CID000060853,ketosis,2,14.01.01.001
CID000005533,diarrhoea,4,07.02.01.001
CID000034312,nervousness,4,19.06.02.003
CID000006013,vomiting,4,07.01.07.003
CID000003883,injection site reaction,4,08.02.03.014|12.07.03.015
CID002826718,thrombocytosis,3,01.08.02.001
CID044201342,injection site swelling,4,08.02.03.017|12.07.03.018
CID000004585,influenza,4,11.05.03.001|22.07.02.001
CID000060648,ear pain,4,04.03.01.003
CID016132438,infection,5,11.01.08.002
CID000003878,stevens-johnson syndrome,3,10.01.03.020|11.07.01.005|12.03.01.014|23.03.01.007
CID000002771,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID024826799,constipation,5,07.02.02.001
CID001549007,dyspepsia,5,07.01.02.001
CID000002187,fatigue,5,08.01.01.002
CID000002082,intracranial pressure increased,3,17.07.02.002
CID000216416,skin hyperpigmentation,2,23.05.01.003
CID000071348,pain,5,08.01.08.004
CID005481173,eosinophilia,4,01.02.04.001
CID000060934,haemoglobin decreased,4,13.01.05.003
CID000358641,body temperature increased,1,13.15.01.001
CID000047528,palpitations,4,02.01.02.003
CID000063009,eye pain,3,06.08.03.002
CID000002771,tremor,4,17.01.06.002
CID000031100,vision blurred,2,06.02.06.007|17.17.01.010
CID000060877,infection,5,11.01.08.002
CID000004510,dermatitis exfoliative,1,10.01.01.004|23.03.07.001
CID000002801,hyperacusis,3,04.02.02.001|17.04.03.003
CID006602291,insomnia,4,17.15.03.002|19.02.01.002
CID000056338,liver function test abnormal,3,13.03.01.013
CID000002375,decreased appetite,4,08.01.09.028|14.03.01.005
CID016129682,insomnia,4,17.15.03.002|19.02.01.002
CID000657237,decreased appetite,5,08.01.09.028|14.03.01.005
CID000002801,gastrooesophageal reflux disease,3,07.02.02.003
CID000037542,conjunctival haemorrhage,3,06.07.01.001|24.07.05.001
CID000004735,wheezing,5,22.03.01.009
CID000037542,skin exfoliation,3,23.03.07.003
CID000051263,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000004086,chest pain,3,02.02.02.011|08.01.08.002|22.02.08.003
CID003085017,fatigue,4,08.01.01.002
CID000446155,asthenia,4,08.01.01.001
CID000002159,orthostatic hypotension,3,17.05.01.020|24.06.03.004
CID000005090,oedema peripheral,4,02.05.04.007|08.01.07.007|14.05.06.011
CID005361092,respiratory failure,3,14.01.04.003|22.02.06.002
CID001549007,visual impairment,4,06.02.06.008
CID005288826,somnolence,4,17.02.04.006|19.02.05.003
CID000035370,agranulocytosis,4,01.02.03.001
CID000060953,abdominal pain upper,4,07.01.05.003
CID000003446,nail disorder,2,23.02.05.002
CID006436173,body temperature increased,4,13.15.01.001
CID005328940,nasopharyngitis,1,11.01.13.002|22.07.03.002
CID000004673,arthralgia,5,15.01.02.001
CID000166548,leukocytosis,4,01.02.01.002
CID000071616,diplopia,3,06.02.06.002|17.17.01.005
CID000123631,malaise,4,08.01.01.003
CID000002130,diarrhoea,2,07.02.01.001
CID000005453,hypersensitivity,4,10.01.03.003
CID000043815,arthralgia,3,15.01.02.001
CID000043815,seborrhoeic dermatitis,2,23.03.04.018
CID000005002,aphasia,2,17.02.03.001|19.21.01.001
CID000014888,herpes zoster,4,11.05.02.003|23.09.03.002
CID000005095,coronary artery disease,3,02.02.01.001|24.04.04.006
CID000043815,serotonin syndrome,1,12.03.01.041|15.05.04.016|17.05.02.004
CID024873435,fatigue,5,08.01.01.002
CID016132441,sepsis,4,11.01.11.003
CID000259331,cardiac failure congestive,4,02.05.01.002
CID000055480,tachycardia,4,02.03.02.007
CID000216416,alanine aminotransferase increased,3,13.03.01.003
CID000125017,nervousness,4,19.06.02.003
CID000060853,rash maculo-papular,3,23.03.13.004
CID000002732,hyponatraemia,4,14.05.04.002
CID005486971,leukocytosis,3,01.02.01.002
CID000969472,otitis externa,3,04.01.02.001|11.01.05.003
CID000004158,sleep disorder,4,19.02.04.001
CID000004440,feeling abnormal,3,08.01.09.014
CID000657180,headache,4,17.14.01.001
CID005486971,nail disorder,3,23.02.05.002
CID000003696,asthenia,3,08.01.01.001
CID000005394,chills,4,08.01.09.001|15.05.03.016
CID000033741,hypocalcaemia,3,14.04.01.004
CID000003331,urticaria,3,10.01.06.001|23.04.02.001
CID000213039,abdominal distension,4,07.01.04.001
CID000148192,discomfort,3,08.01.08.003
CID000035370,hepatomegaly,4,09.01.05.001
CID006324671,diarrhoea,5,07.02.01.001
CID005481350,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000004205,mania,3,19.16.02.002
CID000006013,dermatitis contact,4,10.01.01.003|12.03.01.040|23.03.04.004
CID000005073,urethral disorder,5,20.07.01.002
CID000216416,blood glucose increased,3,13.02.02.002
CID000452548,nephropathy toxic,4,12.03.01.010|20.05.03.002
CID000003386,antisocial behaviour,2,19.05.01.010
CID005284566,migraine,3,17.14.02.001|24.03.05.003
CID000003696,vision blurred,4,06.02.06.007|17.17.01.010
CID000003152,rash pustular,3,11.01.12.002|23.03.10.003
CID000060648,cough,4,22.02.03.001
CID000005073,skin papilloma,2,11.05.07.001|16.26.01.002|23.10.01.002
CID000071616,dermatitis atopic,3,10.01.04.004|23.03.04.016
CID000003475,pharyngitis,4,07.05.07.004|11.01.13.003|22.07.03.004
CID000004585,keratitis,2,06.04.02.002
CID000446541,hyperlipidaemia,5,14.08.03.001
CID000060749,neutropenia,5,01.02.03.004
CID010324367,hypothyroidism,4,05.02.03.001|14.11.01.012
CID000216326,gastrointestinal pain,4,07.01.05.005
CID000065856,hypotension,4,24.06.03.002
CID009871419,back pain,4,15.03.04.005
CID000004054,apathy,3,19.04.04.002
CID000004679,flushing,1,08.01.03.025|23.06.05.003|24.03.01.002
CID016129682,shock,4,24.06.02.002
CID000071158,alopecia,3,23.02.02.001
CID000002801,syncope,4,02.01.02.008|17.02.04.008|24.06.02.012
CID006324671,abdominal pain,4,07.01.05.002
CID000148192,oropharyngeal pain,4,07.05.05.004|22.02.05.022
CID000005403,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000033741,dysphoria,2,19.04.02.004
CID000077990,vasculitis,3,10.02.02.006|24.05.02.001
CID000047528,infection,4,11.01.08.002
CID000060953,body temperature increased,4,13.15.01.001
CID000004673,scleritis,1,06.04.07.002|10.02.01.025
CID000060825,inflammation,4,08.01.05.007
CID000002284,hypothermia,2,08.05.01.003|12.05.03.001
CID000092721,gastrointestinal haemorrhage,3,07.12.02.001|24.07.02.009
CID000005732,haemorrhoids,2,07.15.03.001|24.10.02.002
CID000060834,malnutrition,4,14.03.02.004
CID000084029,sleep disorder,3,19.02.04.001
CID000451668,hyponatraemia,5,14.05.04.002
CID000002554,urinary retention,1,20.02.02.011
CID000005291,blood creatinine increased,4,13.13.01.004
CID000060857,hypertonia,3,15.05.04.007|17.05.02.001
CID000047811,choreoathetosis,4,17.01.01.003
CID000002754,abdominal pain,4,07.01.05.002
CID004659569,upper respiratory tract infection,4,11.01.13.009|22.07.03.011
CID000004170,dizziness,5,02.01.02.004|17.02.05.003|24.06.02.007
CID000026757,rash maculo-papular,3,23.03.13.004
CID000002764,eosinophilia,3,01.02.04.001
CID011626560,hypophosphataemia,4,14.04.03.001
CID000000247,glossitis,3,07.14.01.001
CID005284583,nasopharyngitis,5,11.01.13.002|22.07.03.002
CID000003475,otitis media,3,04.05.01.001|11.01.05.004
CID000123631,gastrointestinal pain,4,07.01.05.005
CID000004585,eye disorder,4,06.08.03.001
CID002733525,weight increased,4,13.15.01.006
CID000004212,alopecia,5,23.02.02.001
CID000034312,dyspepsia,4,07.01.02.001
CID000163296,asthenia,4,08.01.01.001
CID000060834,thrombocytopenia,3,01.08.01.002
CID006918493,headache,5,17.14.01.001
CID000451668,anxiety,4,19.06.02.002
CID000005754,application site burn,4,08.02.01.038|12.07.01.038|23.03.11.013
CID000041867,lethargy,4,08.01.01.008|17.02.04.003|19.04.04.004
CID000004054,haemoptysis,3,02.01.02.006|22.02.03.004|24.07.01.006
CID000077992,stomatitis,2,07.05.06.005
CID000009444,neutropenia,5,01.02.03.004
CID000068740,joint stiffness,4,15.01.02.003
CID005324345,oedema peripheral,3,02.05.04.007|08.01.07.007|14.05.06.011
CID000005719,euphoric mood,3,19.04.02.006
CID010324367,amenorrhoea,3,05.05.01.002|21.01.02.001
CID000043815,accommodation disorder,4,06.02.04.001
CID000060877,dermatitis bullous,4,23.03.01.002
CID000043815,renal impairment,2,20.01.03.010
CID000002159,immune system disorder,3,10.02.01.001
CID000074989,neutropenia,4,01.02.03.004
CID000077990,depression,4,19.15.01.001
CID000005757,menstrual disorder,4,21.01.01.004
CID000005487,body temperature increased,4,13.15.01.001
CID009838021,anxiety,4,19.06.02.002
CID024873435,photosensitivity reaction,5,23.03.09.003
CID010324367,psoriasis,4,10.02.01.036|23.03.14.002
CID003086257,increased tendency to bruise,3,01.01.03.005|23.06.01.009|24.07.06.012
CID000003637,vomiting,4,07.01.07.003
CID000216416,oedema peripheral,3,02.05.04.007|08.01.07.007|14.05.06.011
CID000035370,nausea,4,07.01.07.001
CID000060814,apnoea,4,22.02.01.001
CID000060853,paresis,2,17.01.04.008
CID000003690,neuropathy peripheral,4,17.09.03.003
CID000056959,constipation,4,07.02.02.001
CID054686904,hypokalaemia,4,14.05.03.002
CID025074470,vomiting,4,07.01.07.003
CID000033741,flat affect,3,19.04.01.004
CID000003152,ileus,3,07.13.01.001
CID000004585,corneal lesion,3,06.06.03.004
CID000445643,headache,5,17.14.01.001
CID000104758,hyperhidrosis,4,08.01.03.028|23.02.03.004
CID000005070,feeling abnormal,3,08.01.09.014
CID000002764,muscular weakness,1,15.05.06.001|17.05.03.005
CID000056338,rhinitis,3,11.01.13.004|22.07.03.006
CID000002801,somnambulism,3,17.15.02.004|19.02.03.006
CID000051634,paraesthesia,4,17.02.06.005
CID000005401,weight increased,3,13.15.01.006
CID005280754,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000005073,photophobia,2,06.01.01.004|17.17.02.006
CID005486971,alanine aminotransferase increased,3,13.03.01.003
CID000445643,tremor,5,17.01.06.002
CID000005578,stevens-johnson syndrome,1,10.01.03.020|11.07.01.005|12.03.01.014|23.03.01.007
CID000060772,musculoskeletal discomfort,4,15.03.04.001
CID000060606,eosinophilia,2,01.02.04.001
CID000216239,erythema,5,23.03.06.001
CID000002554,mental disability,4,26.01.01.001
CID000005029,vaginal discharge,2,21.08.02.002
CID000005095,respiratory tract congestion,3,22.02.07.003
CID044146714,gastroenteritis,4,07.19.03.001|11.01.07.004
CID005324345,eye pain,3,06.08.03.002
CID000104758,decreased appetite,5,08.01.09.028|14.03.01.005
CID016129690,chills,4,08.01.09.001|15.05.03.016
CID000039860,sleep disorder,5,19.02.04.001
CID000059226,musculoskeletal discomfort,5,15.03.04.001
CID002733525,rash,5,23.03.13.001
CID005284627,disorientation,4,17.02.05.015|19.13.01.002
CID000056338,neurosis,3,19.06.01.001
CID000060853,salivary hypersecretion,4,07.06.01.009
CID000082146,aspartate aminotransferase increased,4,13.03.01.006
CID000004595,constipation,4,07.02.02.001
CID070788982,musculoskeletal discomfort,4,15.03.04.001
CID000035370,decreased appetite,4,08.01.09.028|14.03.01.005
CID000002554,amblyopia,4,06.02.01.001
CID000063009,hyperaesthesia,3,17.02.06.004
CID000047811,pain in jaw,3,15.02.01.003
CID000043815,nausea,4,07.01.07.001
CID000034312,tubulointerstitial nephritis,1,20.05.02.002
CID000002802,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID005277135,gastrointestinal pain,4,07.01.05.005
CID000003696,photosensitivity reaction,1,23.03.09.003
CID003081361,skin ulcer,3,23.07.03.003|24.04.03.007
CID000005734,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID000002585,diarrhoea,4,07.02.01.001
CID000020279,tumour lysis syndrome,3,14.05.01.004|16.32.03.002
CID000047641,dermatitis,3,23.03.04.002
CID000003948,headache,4,17.14.01.001
CID005362118,pruritus,3,23.03.12.001
CID000060853,hyperglycaemia,3,05.06.02.002|14.06.02.002
CID000005073,euphoric mood,3,19.04.02.006
CID000005533,speech disorder,3,17.02.08.003|19.19.02.002|22.02.05.034
CID000146570,loss of consciousness,3,17.02.04.004
CID000004054,shock,4,24.06.02.002
CID000003878,muscle spasms,3,15.05.03.004
CID005486971,systemic lupus erythematosus,2,10.04.03.004|15.06.02.003|23.03.02.006
CID000043815,gout,2,14.09.01.001|15.01.06.001
CID000004609,flatulence,4,07.01.04.002
CID000054840,ejaculation delayed,4,21.03.01.001
CID000047725,haemoglobin,4,13.01.05.018
CID006442177,decreased appetite,5,08.01.09.028|14.03.01.005
CID006442177,liver function test abnormal,4,13.03.01.013
CID000003696,speech disorder,1,17.02.08.003|19.19.02.002|22.02.05.034
CID000005719,dysarthria,2,17.02.08.001|19.19.03.001
CID000005719,aspartate aminotransferase increased,2,13.03.01.006
CID000050224,hostility,4,19.05.01.003
CID000002771,cardiac disorder,2,02.01.01.003
CID000446156,pain in extremity,4,15.03.04.010
CID000003386,headache,3,17.14.01.001
CID000002187,influenza like illness,4,08.01.03.010
CID006337614,insomnia,3,17.15.03.002|19.02.01.002
CID000003440,blood uric acid increased,4,13.02.04.001
CID000439693,rhinitis,5,11.01.13.004|22.07.03.006
CID000969472,swelling,3,08.01.03.015
CID000034312,hypersensitivity,3,10.01.03.003
CID000443872,dizziness,4,02.01.02.004|17.02.05.003|24.06.02.007
CID010324367,erectile dysfunction,4,19.08.04.001|21.03.01.007
CID000005381,rash,4,23.03.13.001
CID000082146,pain,5,08.01.08.004
CID054684141,bladder pain,4,20.02.02.001
CID000004409,cough,3,22.02.03.001
CID000447043,skin discolouration,4,23.03.03.005
